GermplasmName,Pithiness,n Pithiness,GenericGermplasmName
NCP16-0080,3.3,1,NCP16-0080
ncp16-0081,2.2,1,ncp16-0081
NCP16-0081,2,1,NCP16-0081
NCP16-0092,2,1,NCP16-0092
ncp16-0095,3.3,1,ncp16-0095
NCP16-0095,2,1,NCP16-0095
NCP16-0096,2.2,1,NCP16-0096
NCP16-0142,3,2,NCP16-0142
ncp16-0142SK1,1.2,1,ncp16-0142SK1
NCP16-0142sk1,0.3,1,NCP16-0142sk1
NCP17-0006,2.2,1,NCP17-0006
NONAME,2.3,1,NONAME
Norton,2.45,10,Norton
OHenry,2.8,16,OHenry
OK-P-10,3,1,OK-P-10
Okinawa,1.3,1,Okinawa
OrangeHatteras,2.5,1,OrangeHatteras
Orleans,2.35,14,Orleans
Patriot,0.3,1,Patriot
PI267946,3,1,PI267946
PortoRico,1.9,10,PortoRico
PortoRico_Texas,1.9,10,PortoRico
RedCovington_1,1.9,4,RedCovington
RedCovington_2,1.9,4,RedCovington
RedResisto,2.8,1,RedResisto
Ruddy,1.5,11,Ruddy
Suwon122,2,5,Suwon122
Tib11,2.4,5,Tib11
Tib4,2.8,1,Tib4
W209,3.7,1,W209
W233,2.3,1,W233
W311,3,1,W311
W361,2.6,3,W361
W386,1.2,4,W386
W390,2.3,3,W390
W392,3.1,4,W392
White Evangeline,2.3,1,White Evangeline
WhiteCovington_CR,2.7,1,WhiteCovington
WhiteEvangeline,2.75,2,WhiteEvangeline
Woksaken,2.7,1,Woksaken
YellowCovington,2.4,6,YellowCovington
,,0,
Averre_G2,1.4,9,Averre
B94-14_G2,2.4,13,B94-14
B94-14_G2_GH,2.4,13,B94-14
BayouBelle_G2,1.366666667,63,BayouBelle
BayouBelle_JS,1.366666667,63,BayouBelle
Beauregard_G2,2.2,195,Beauregard
Bonita_G2,2.4,23,Bonita
Carolina Bunch,2.3,1,Carolina Bunch
Centennial,2.45,5,Centennial
Cov_G2,1.9,6,Cov
Covington_G2,2.066666667,212,Covington
Covington_G2_GH,2.066666667,212,Covington
DC188,2,2,DC188
DC372,1.4,3,DC372
EvangelineJS,3.5,1,EvangelineJS
Hatteras G2,1.3,1,Hatteras G2
Hatteras_G2,1.75,32,Hatteras
Hernandez_G2,3.4,10,Hernandez
Japanese_G2,2.55,16,Japanese
Jewel_G2,2.3,8,Jewel
L13-81,2.1,5,L13-81
L14-123_G1,1.8,1,L14-123
L14-41p,2.9,2,L14-41p
LB640,3,2,LB640
MC14-0363_M1-1,1.733333333,39,MC14-0363
MC14-0363_M1-1_G2,1.733333333,39,MC14-0363
MC14-0363_M1-3_G2,1.733333333,39,MC14-0363
MC14-0363_M2-10_G2,1.733333333,39,MC14-0363
MC14-0363_M2-9_G2,1.733333333,39,MC14-0363
MC14-0363_M4-10_G2,1.733333333,39,MC14-0363
MC14-0363_M4-4_G2,1.733333333,39,MC14-0363
MC14-0363_M4-7_G2,1.733333333,39,MC14-0363
MC14-0377,3.2,12,MC14-0377
MC14-0871,2.9,3,MC14-0871
MC14-0923,2.8,1,MC14-0923
MC14-0958,2.25,11,MC14-0958
MC14-363_G2,1.75,2,MC14-363
MC14-363_M2-10_G2,1.75,2,MC14-363
MC15-0673,2.05,10,MC15-0673
MC16-0062,2.3,6,MC16-0062
MC16-0065,2.85,4,MC16-0065
MC16-0223,2,2,MC16-0223
MC16-0260,2.35,5,MC16-0260
MC16-0298,2.65,3,MC16-0298
MC16-0420,1.85,5,MC16-0420
MC16-200,2.4,1,MC16-200
MC17-0015,2.1,5,MC17-0015
MC17-0133,1.8,1,MC17-0133
MC17-0164,2.25,2,MC17-0164
MC17-0221,3.15,2,MC17-0221
MC17-0772,1.1,4,MC17-0772
MC17-0849,1.4,2,MC17-0849
MC17-0974,2.2,2,MC17-0974
MC17-1030,1.35,2,MC17-1030
MC17-1110,0.1,2,MC17-1110
MC17-1183,2.2,2,MC17-1183
MC18-0011,2.5,1,MC18-0011
MC18-0012,0.8,1,MC18-0012
MC18-0015,1.5,1,MC18-0015
MC18-0057,2.8,1,MC18-0057
MC18-0080,2,1,MC18-0080
MC18-0108,1.3,1,MC18-0108
MC18-0121,1.3,1,MC18-0121
MC18-0145,1.3,1,MC18-0145
MC18-0162,2,2,MC18-0162
MC18-0163,1.7,1,MC18-0163
MC18-0168,2.2,2,MC18-0168
MC18-0206,0.8,2,MC18-0206
MC18-0222,2.5,1,MC18-0222
MC18-0237,2.2,1,MC18-0237
MC18-0238,1.5,1,MC18-0238
MC18-0247,3.3,1,MC18-0247
MC18-0283,0.8,1,MC18-0283
MC18-0298,1.7,1,MC18-0298
MC18-0321,3,1,MC18-0321
MC18-0326,2.3,1,MC18-0326
MC18-0360,3,1,MC18-0360
MC18-0378,2.6,2,MC18-0378
MC18-0393,2.9,2,MC18-0393
MC18-0446,2.4,1,MC18-0446
MC18-0454,2.7,1,MC18-0454
MC18-0457,3.6,1,MC18-0457
MC18-0467,1.8,1,MC18-0467
MC18-0481,2.2,1,MC18-0481
MC18-0485,3.3,1,MC18-0485
MC18-0508,2.2,3,MC18-0508
MC18-0509,2.7,1,MC18-0509
MC18-0512,2,1,MC18-0512
MC18-0551,2.8,2,MC18-0551
MC18-0559,3.5,2,MC18-0559
MC18-0591,3,2,MC18-0591
MC18-0596,3,1,MC18-0596
MC18-0671,2.6,2,MC18-0671
MC18-0683,1.6,2,MC18-0683
MC18-0765,2.6,3,MC18-0765
MC18-0770,2.3,1,MC18-0770
MC18-0790,2.5,1,MC18-0790
MC18-0792,2.7,1,MC18-0792
MC18-0804,1.6,2,MC18-0804
MC18-0825,2.5,2,MC18-0825
MC18-0826,2.8,1,MC18-0826
MC18-0830,2.8,1,MC18-0830
MC18-0853,2.5,2,MC18-0853
MC18-0860,3.1,3,MC18-0860
MC18-0862,2.7,1,MC18-0862
MC18-0869,2.3,1,MC18-0869
MC18-0880,2.8,2,MC18-0880
MC18-0882,2.8,2,MC18-0882
MC18-0896,2.8,1,MC18-0896
MC18-0919,1.5,1,MC18-0919
MC18-0926,1,1,MC18-0926
MC18-0931,2.4,4,MC18-0931
MC18-0997,2.8,2,MC18-0997
MC18-0999,3,2,MC18-0999
MC18-1004,1.9,2,MC18-1004
MC18-1007,2.5,1,MC18-1007
MC18-1034,2.3,1,MC18-1034
MC18-1040,3.2,1,MC18-1040
MC18-1085,3.2,1,MC18-1085
MC18-1126,2.5,3,MC18-1126
MC18-1132,0.5,2,MC18-1132
MC18-1147 orange sport,1,1,MC18-1147 orange sport
MC18-1147_OrangeSport,1.2,2,MC18-1147
Murasaki29,2.525,16,Murasaki29
Murasaki29_G2,2.525,16,Murasaki29
NC04-0531,3.466666667,23,NC04-0531
NC04-0531_G2,3.466666667,23,NC04-0531
NC05-0918_G2,1.3,1,NC05-0918
NC07-0847,2.7,32,NC07-0847
NC08-0036_C1_G2,2.85,29,NC08-0036
NC09-0122_B3_G2,2.86,60,NC09-0122
NC09-0122_G2,2.86,60,NC09-0122
NC09-0122B3_G2,2.85,4,NC09-0122B3
NC09-1105_M18_G2,1.15,21,NC09-1105
NC09-1119_M13_G2,2.1125,15,NC09-1119
NC09-1119_M21_G2,2.1125,15,NC09-1119
NC09-1119_M26_G2,2.1125,15,NC09-1119
NC10-0118_M34_G2,1.875,20,NC10-0118
NC10-0433,3.05,20,NC10-0433
NC11-0234_M10_G2,3.42,18,NC11-0234
NC11-0234_M9_G2,3.42,18,NC11-0234
NC13-0013,2.35,6,NC13-0013
NC13-0613,1.75,5,NC13-0613
NC14-0353,2.3,7,NC14-0353
NC15-0480,2.85,4,NC15-0480
NC15-0633,1.7,6,NC15-0633
NC15-0728,2.6,3,NC15-0728
NC15-0728B,2.8,5,NC15-0728B
NC16-0193,3.25,3,NC16-0193
NC16-0364,1.65,4,NC16-0364
NC16-0613,2.85,5,NC16-0613
NC16-0644,2.4,2,NC16-0644
NC16-0855,2.9,4,NC16-0855
NC17-0045,1.8,2,NC17-0045
NC17-0049,2.4,3,NC17-0049
NC17-0052,1.95,2,NC17-0052
NC17-0101,1.9,5,NC17-0101
NC17-0129,3.05,2,NC17-0129
NC17-0145,2.15,2,NC17-0145
NC17-0257,2.1,2,NC17-0257
NC17-0308,2.4,2,NC17-0308
NC17-0331,3.35,2,NC17-0331
NC17-0402,3,3,NC17-0402
NC17-0452,2.9,2,NC17-0452
NC17-0474,1.7,2,NC17-0474
NC17-0590,2.35,3,NC17-0590
NC17-0637,3.45,3,NC17-0637
NC17-0661,2.9,3,NC17-0661
NC17-0799,1.5,1,NC17-0799
NC18-0001,3.2,2,NC18-0001
NC18-0006,2.6,1,NC18-0006
NC18-0014,0.7,1,NC18-0014
NC18-0034,1.9,2,NC18-0034
NC18-0036,2.2,1,NC18-0036
NC18-0056,3,1,NC18-0056
NC18-0070,2.5,1,NC18-0070
NC18-0075A,2.3,1,NC18-0075A
NC18-0075B,2.5,1,NC18-0075B
NC18-0109,2.8,1,NC18-0109
NC18-0111,2.7,1,NC18-0111
NC18-0134,3.5,1,NC18-0134
NC18-0156,2.5,1,NC18-0156
NC18-0169,3.2,2,NC18-0169
NC18-0230,0.2,1,NC18-0230
NC18-0279B,0.3,1,NC18-0279B
NC18-0294,0.8,2,NC18-0294
NC18-0296,2.3,1,NC18-0296
NC18-0329,0,1,NC18-0329
NC18-0341,3.9,2,NC18-0341
NC18-0355,2.8,1,NC18-0355
NC18-0401,3.2,1,NC18-0401
NC18-0402,3.2,2,NC18-0402
NC18-0407,3.5,1,NC18-0407
NC18-0410,2.8,1,NC18-0410
NC18-0423,1.5,1,NC18-0423
NC18-0423?,2,1,NC18-0423?
NC18-0430,2.5,1,NC18-0430
NC18-0441,2.5,1,NC18-0441
NC18-0458,2,1,NC18-0458
NC18-0512B,2.7,1,NC18-0512B
NC18-0518,2.5,1,NC18-0518
NC18-0525,1.5,1,NC18-0525
NC18-0536,2.3,1,NC18-0536
NC18-0545,1,1,NC18-0545
NC18-0587,1.7,1,NC18-0587
NC18-0592,3,1,NC18-0592
NC18-0600,3.3,1,NC18-0600
NC18-0609,2,1,NC18-0609
NC18-0643,2.2,1,NC18-0643
NC18-0658,2.2,1,NC18-0658
NC18-0662,1.5,1,NC18-0662
NC18-0684,2.5,1,NC18-0684
NC18-0701,2.3,1,NC18-0701
NC18-0726,2.7,1,NC18-0726
NC18-0753,2,1,NC18-0753
NC18-0800,3,1,NC18-0800
NC18-0834,2.7,1,NC18-0834
NC18-0850,1.2,1,NC18-0850
NC18-0863,2.5,1,NC18-0863
NC18-0871,0.9,2,NC18-0871
NCP06-0020_AM24_G2,2.95,32,NCP06-0020
NCP06-0020_M10C1_G2,2.95,32,NCP06-0020
NCP13-0005,2.58,21,NCP13-0005
NCP13-0005_M13-4_G2,2.58,21,NCP13-0005
NCP13-0005_M14-4_G2,2.58,21,NCP13-0005
NCP13-0005_M8_G2,2.58,21,NCP13-0005
NCP13-0030,2.675,22,NCP13-0030
NCP13-0030_M10-4_G2,2.675,22,NCP13-0030
NCP13-0030_M9-2_G2,2.675,22,NCP13-0030
NCP13-0285_M8-4_G2,1.9,10,NCP13-0285
NCP13-0315,2.225,8,NCP13-0315
NCP13-0315_M1-1_G2,2.225,8,NCP13-0315
NCP13-0315_M2-5_G2,2.225,8,NCP13-0315
NCP15-0007,2.65,6,NCP15-0007
NCP16-0046,2.25,4,NCP16-0046
NCP18-0009,2.4,2,NCP18-0009
NCP18-0043,2.5,1,NCP18-0043
NCP18-0047,2.2,1,NCP18-0047
NCP18-0060,2.5,1,NCP18-0060
NCP18-0070,2,1,NCP18-0070
NCP18-0071,3,1,NCP18-0071
NCP18-0072,1.7,1,NCP18-0072
NCP18-0076,2.8,1,NCP18-0076
NCP18-0092,2.8,2,NCP18-0092
NCP18-0093,2.5,1,NCP18-0093
Norton_G2,2.45,10,Norton
OHenry_G2,2.8,16,OHenry
Orleans_G2,2.35,14,Orleans
PortoRico_G1,1.9,10,PortoRico
Radiance,0,1,Radiance
Ruddy_G2,1.5,11,Ruddy
WhiteBonita_G2,2,1,WhiteBonita
WhiteEvangeline,2.75,2,WhiteEvangeline
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
,,0,
