Code,Maternal,Paternal
8011,7306-030,7194-018
8012,7306-030,7742-051
8013,7306-092,4626-002
8014,7306-092,5460-002
8015,7306-092,6939-001
8016,7306-092,7742-051
8017,7306-092,7746-029
8018,7454-056,4626-002
8019,4061-001,6939-001
8020,5105-005,6114-001
8021,5179-003,5717-004
8022,5181-001,5717-004
8023,5717-004,5181-001
8024,5973-009,6279-002
8025,5973-009,6762-062
8026,5973-009,6939-001
8027,6011-003,6762-062
8028,6011-003,6939-001
8029,6113-006,6762-062
8030,6114-001,5105-005
8031,6114-001,5181-001
8032,6279-002,6939-001
8033,6716-004,6939-001
8034,6762-062,6011-003
8035,6762-062,6939-001
8036,6881-019,6011-003
8037,6939-001,5105-005
8038,6939-001,6762-062
8039,6941-008,6939-001
8040,7189-090,6939-001
8041,4295-001,2711-003
8042,4295-001,4403-002
8043,4295-001,4632-001
8044,4403-002,4295-001
8045,4632-001,4295-001
8046,6812-051,4632-001
8047,7135-001,7143-004
8048,7135-002,2711-003
8049,7135-002,6259-009
8050,7135-002,7143-004
8051,7135-002,7264-002
8052,7143-004,7199-003
8053,5717-004,7239-025
8054,6176-002,6939-001
8055,6176-002,7236-002
8056,6176-002,7647-033
8057,6755-054,7549-014
8058,6779-018,6176-002
8059,6783-010,7067-023
8060,6783-010,7444-006
8061,6783-010,7570-011
8062,6863-046,6783-010
8063,6971-014,6176-002
8064,6971-024,7239-025
8065,6971-024,7239-026
8066,6986-003,6783-010
8067,6998-053,6783-010
8068,6998-053,6939-001
8069,6998-053,7067-023
8070,6998-053,7444-006
8071,7013-002,6176-002
8072,7013-002,6971-014
8073,7013-002,6971-019
8074,7013-002,7236-002
8075,7013-002,7239-025
8076,7067-023,6863-046
8077,7139-002,7067-023
8078,7139-002,7549-014
8079,7236-002,6176-002
8080,7418-073,7067-023
8081,7549-014,7239-025
8082,7575-004,7647-033
8083,7647-033,6939-001
8084,4295-001,7124-003
8085,4295-001,7774-006
8086,4295-001,7795-006
8087,4626-002,7124-003
8088,4626-002,7129-001
8089,4626-002,7239-015
8090,5309-012,7129-001
8091,5309-019,7799-001
8092,6305-002,7129-001
8093,6974-012,7194-004
8094,7124-003,4626-002
8095,7124-003,5309-012
8096,7129-001,4646-002
8097,7129-001,5309-012
8098,7129-001,6974-012
8099,7129-001,7239-015
8100,7194-004,4295-001
8101,7194-004,7239-015
8102,7218-004,7774-006
8103,7218-004,7795-001
8104,7218-004,7799-001
8105,7218-004,NA
8106,7245-022,7627-001
8107,7245-022,7774-006
8108,7245-022,7799-001
8109,7627-001,7245-022
8110,7774-006,4295-001
8111,7795-001,4295-001
8112,7795-001,NA
8113,5455-002,NA
8114,6623-002,6712-023
8115,6623-002,6742-001
8116,6625-002,6742-001
8117,6712-022,5828-001
8118,6712-023,6625-004
8119,6742-001,5828-001
8120,6742-001,6623-002
8121,6742-001,6625-004
8122,6779-014,7518-002
8123,6779-014,7670-007
8124,6938-001,7518-002
8125,6939-001,7518-003
8126,6949-013,7518-002
8127,6949-014,7124-014
8128,6949-027,6742-001
8129,6952-004,5181-001
8130,6952-004,6200-003
8131,6952-004,6938-001
8132,6952-004,6939-001
8133,7051-001,7154-012
8134,7051-001,7518-003
8135,7051-001,NA
8136,7063-016,6779-014
8137,7063-016,7633-010
8138,7063-016,7634-004
8139,7102-001,7063-016
8140,7102-001,7124-009
8141,7102-001,7124-014
8142,7102-001,7518-002
8143,7124-009,5181-001
8144,7124-009,6779-014
8145,7124-009,6939-001
8146,7124-014,5181-001
8147,7124-014,6939-001
8148,7124-014,7051-001
8149,7124-014,7634-004
8150,7154-012,5181-001
8151,7189-076,5181-001
8152,7189-076,7051-001
8153,7189-076,7518-002
8154,7189-076,7518-003
8155,7189-076,7633-010
8156,7518-002,5181-001
8157,7518-002,6939-001
8158,7518-002,7102-001
8159,7518-003,5181-001
8160,7518-003,7102-001
8161,7633-010,7518-002
8162,7634-004,7670-007
8163,5240-024,6114-001
8164,5240-024,6631-032
8165,5240-024,6762-062
8166,5240-024,6881-019
8167,5240-024,NA
8168,5303-001,7189-090
8169,5303-001,7220-002
8170,5460-002,5717-004
8171,5460-002,6200-003
8172,5460-002,7742-051
8173,5717-004,5460-002
8174,5717-004,7742-051
8175,5717-004,7746-029
8176,6114-001,5460-002
8177,6114-001,6631-032
8178,6114-001,7742-051
8179,6200-003,5460-002
8180,6200-003,7742-051
8181,6631-032,6762-062
8182,6762-062,6881-019
8183,6881-019,5460-002
8184,6881-019,6200-003
8185,6881-019,6762-062
8186,6881-019,7189-090
8187,6881-019,7220-002
8188,7189-009,5460-002
8189,7189-009,7742-051
8190,7189-090,6762-062
8191,7189-090,6881-019
8192,7742-051,6114-001
8193,7746-029,5460-002
8194,7746-029,5717-004
8210,2779-001,NA
8211,5717-004,NA
8212,6114-001,NA
8213,6176-002,NA
8214,6178-024,NA
8215,6631-008,NA
8216,6631-013,NA
8217,6631-032,NA
8218,6631-049,NA
8219,6751-045,NA
8220,6783-010,NA
8221,6949-014,NA
8222,6951-001,NA
8223,6998-053,NA
8224,7189-097,NA
8225,7402-066,NA
8226,7409-060,NA
8227,7412-004,NA
8228,7420-143,NA
8229,7444-006,NA
8230,7453-002,NA
8231,7462-024,NA
8232,7465-104,NA
8233,7465-125,NA
8234,7518-003,NA
8235,7570-011,NA
8236,7575-004,NA
8237,7647-033,NA
8238,7742-051,NA
8239,7742-051,NA
8240,7814-014,NA
8241,7814-018,NA
8242,7817-005,NA
8243,7818-008,NA
8244,7819-010,NA
8245,7820-001,NA
8246,7822-002,NA
8247,7825-014,NA
8248,7827-010,NA
8249,7828-002,NA
8250,7840-058,NA
8251,7840-059,NA
8252,7844-018,NA
8253,7846-018,NA
8254,7847-022,NA
8255,7862-009,NA
8256,7893-002,NA
8257,7940-004,NA
8258,7940-005,NA
8259,7952-007,NA
8260,7971-001,NA
8261,7973-022,NA
8262,8026-169,NA
8263,8071-006,NA
8264,8076-002,NA
8265,8099-001,NA
8266,8101-003,NA
8267,8101-004,NA
8268,8107-001,NA
8269,8174-032,NA
8270,8174-036,NA
8271,8183-004,NA
8272,Sweet Carolina Raven,NA
8273,4351-004,8035-008
8274,7420-391,7794-001
8275,7420-391,7796-001
8276,7420-391,7798-001
8277,7420-391,7823-001
8278,7431-009,7124-014
8279,7561-004,6783-010
8280,7608-005,7121-001
8281,7617-002,NA
8282,7794-001,7819-009
8283,7819-009,7794-001
8284,7840-058,6939-001
8285,7840-058,7608-009
8286,7952-007,7253-003
8287,6631-032,7862-015
8288,7862-015,6631-032
8289,7862-015,NA
8290,4295-001,7795-001
8291,7137-001,8099-002
8292,7137-001,8110-001
8293,7218-004,7771-014
8294,7218-004,7774-006
8295,7218-004,7795-001
8296,7218-004,NA
8297,7245-022,7627-001
8298,7245-022,7771-014
8299,7245-022,7774-006
8300,7245-022,7795-001
8301,7245-022,NA
8302,7247-001,7795-001
8303,7771-014,7218-004
8304,7774-006,4295-001
8305,7774-006,7239-026
8306,7795-001,4295-001
8307,7795-001,6783-010
8308,7799-001,6783-010
8309,8099-001,7137-001
8310,8107-003,8099-001
8311,8110-001,7137-001
8312,5717-004,6783-010
8313,5717-004,7239-025
8314,6783-010,5717-004
8315,6783-010,7067-023
8316,6783-010,7570-011
8317,7549-014,7967-023
8318,6998-053,6939-001
8319,6998-053,7444-006
8320,7102-001,6783-010
8321,7194-001,6998-053
8322,7200-020,7239-026
8323,7438-003,7239-026
8324,7438-003,7940-005
8325,7444-006,5717-004
8326,7647-033,6783-010
8327,7827-010,7239-026
8328,7827-010,7940-005
8329,7829-005,7940-005
8330,7940-005,7239-026
8331,5309-019,5460-002
8332,5309-019,7742-051
8333,5717-004,6200-003
8334,6114-001,5460-002
8335,6881-019,5460-002
8336,6881-019,6200-003
8337,7742-051,5717-004
8338,7742-051,8174-041
8339,7742-051,8183-004
8340,7856-006,8174-032
8341,7856-006,8174-041
8342,7856-006,8183-004
8343,8174-036,5717-004
8344,8174-036,8183-004
8345,8174-041,7856-006
8346,8183-004,7856-006
8347,8183-004,8174-032
8348,6783-010,7518-002
8349,6829-002,8133-005
8350,6829-002,8147-002
8351,6938-001,7518-002
8352,6952-004,6783-010
8353,7051-001,7518-003
8354,7051-001,7633-010
8355,7051-001,8124-001
8356,7051-001,8147-002
8357,7051-001,8158-001
8358,7051-001,8161-024
8359,7051-001,NA
8360,7051-001,NA
8361,7051-040,8124-001
8362,7102-001,7124-009
8363,7102-001,7518-002
8364,7102-001,NA
8365,7124-014,6939-001
8366,7124-014,7051-001
8367,7124-014,7518-002
8368,7124-014,7633-010
8369,7124-014,7634-004
8370,7124-014,NA
8371,7124-014,NA
8372,7413-010,7051-001
8373,7413-010,8124-001
8374,7502-018,7051-001
8375,7502-018,8133-005
8376,7518-002,6783-010
8377,7518-002,7633-010
8378,7518-002,NA
8379,7518-003,5181-001
8380,7518-003,5717-004
8381,7518-003,6881-019
8382,7518-003,6939-001
8383,7518-003,NA
8384,7633-010,7518-002
8385,7633-010,7670-007
8386,7634-004,7670-007
8387,8124-001,7051-001
8388,6939-001,6776-004
8389,8124-001,8133-005
8390,8124-001,8148-006
8391,8124-001,NA
8392,8133-005,7502-018
8393,8133-005,8124-001
8394,8147-002,8124-001
8395,8148-005,8124-001
8396,8148-006,7051-001
8397,8148-006,8124-001
8398,8158-001,7124-014
8399,8158-001,8148-006
8400,8161-002,8148-006
8401,5181-001,5717-004
8402,5181-001,8035-008
8403,5717-004,5181-001
8404,6938-001,5717-004
8405,6938-001,6776-004
8406,6938-001,8022-001
8407,6938-001,8035-008
8408,8019-037,8035-008
8409,8019-062,6938-001
8410,8022-001,6776-004
8411,8022-001,8035-008
8412,8023-009,8024-030
8413,8024-030,8035-008
8414,8026-033,5717-004
8415,8026-033,8035-008
8416,8035-008,6938-001
8417,UNK,UNK
8418,7973-005,7161-003
8419,7973-005,7988-040
8420,7973-016,6939-001
8421,7973-016,7778-001
8422,7973-018,6939-001
8423,7973-018,7161-003
8424,7973-018,7778-001
8425,7973-018,7988-040
8426,7973-022,7798-001
8427,7973-022,7988-040
8428,7988-040,7778-001
8429,7988-040,7973-018
8430,7415-014,7420-122
8431,7420-122,7442-006
8432,7420-122,7847-011
8433,7420-122,NA
8434,7420-122,NA
8435,7442-006,7420-122
8436,7442-006,8101-003
8437,7844-018,7420-122
8438,7847-011,7420-122
8439,7847-011,7442-006
8440,7847-011,8101-003
8441,8101-003,7420-122
8442,10-275,5309-019
8443,10-275,5460-002
8444,10-275,6939-001
8445,10-275,7405-037
8446,10-275,7742-051
8447,5309-019,10-275
8448,5309-019,P09-089
8449,5460-002,10-275
8450,5460-002,P09-089
8451,6939-001,P09-089
8452,7405-037,10-275
8453,7405-037,P09-089
8454,7742-051,10-275
8455,7742-051,P09-089
8456,P09-089,5460-002
8457,P09-089,7742-051
8494,2779-001,NA
8495,4626-002,NA
8496,4626-002,NA
8497,4718-002,NA
8498,5309-019,NA
8499,6694-001,NA
8500,6855-003,NA
8501,6923-004,NA
8502,6923-005,NA
8503,6923-007,NA
8504,6923-008,NA
8505,6974-012,NA
8506,7044-036,NA
8507,7185-016,NA
8508,7185-020,NA
8509,7246-007,NA
8510,7246-010,NA
8511,7402-078,NA
8512,7420-218,NA
8513,7420-332,NA
8514,7462-024,NA
8515,7465-104,NA
8516,7465-125,NA
8517,7518-003,NA
8518,7742-051,NA
8519,7820-001,NA
8520,7820-001,NA
8521,7828-002,NA
8522,7828-002,NA
8523,7840-059,NA
8524,7840-059,NA
8525,7940-012,NA
8526,8024-030,NA
8527,8026-169,NA
8528,8124-001,NA
8529,8133-005,NA
8530,8174-036,NA
8531,8183-004,NA
8532,8217-014,NA
8533,8217-015,NA
8534,8217-016,NA
8535,8217-019,NA
8536,8217-028,NA
8537,8217-039,NA
8538,8222-009,NA
8539,8225-013,NA
8540,8225-035,NA
8541,8226-004,NA
8542,8226-013,NA
8543,8226-027,NA
8544,8226-052,NA
8545,NA,NA
8546,8226-056,NA
8547,8226-059,NA
8548,8226-071,NA
8549,8228-019,NA
8550,8228-020,NA
8551,8231-024,NA
8552,8238-019,NA
8553,8239-004,NA
8554,8239-007,NA
8555,8241-008,NA
8556,8241-009,NA
8557,8243-035,NA
8558,8243-043,NA
8559,8243-044,NA
8560,8243-060,NA
8561,8246-009,NA
8562,8246-013,NA
8563,8246-017,NA
8564,8246-051,NA
8565,8247-001,NA
8566,8249-007,NA
8567,8249-009,NA
8568,8249-010,NA
8569,8251-014,NA
8570,8251-040,NA
8571,8268-007,NA
8572,8268-022,NA
8573,8271-014,NA
8574,8271-030,NA
8575,8277-001,NA
8576,8283-003,NA
8577,8287-005,NA
8578,8287-006,NA
8579,8287-007,NA
8580,8322-008,NA
8581,8339-003,NA
8582,8339-006,NA
8583,8339-012,NA
8584,8339-022,NA
8585,8345-009,NA
8586,8345-010,NA
8587,8346-015,NA
8588,8361-014,NA
8589,8361-031,NA
8590,Sweet Carolina Raven,NA
8591,159,7003-003
8592,159,7010-005
8593,159,7193-004
8594,159,7670-007
8595,159,8213-024
8596,1252-001,7189-090
8597,4351-004,8035-008
8598,6776-004,159
8599,6783-010,159
8600,6865-003,7794-001
8601,7010-005,159
8602,7051-032,NA
8603,7161-003,7778-001
8604,7189-090,159
8605,7189-090,7205-010
8606,7193-004,7893-002
8607,7420-391,7778-001
8608,7420-391,7794-001
8609,7420-391,7796-001
8610,7570-011,159
8611,7670-007,159
8612,7788-001,8044-116
8613,7794-001,7442-006
8614,7794-001,7778-001
8615,7794-001,7819-009
8616,7794-001,8044-012
8617,7794-001,8044-116
8618,7796-001,7823-001
8619,7819-009,7778-001
8620,7819-009,7794-001
8621,7819-009,NA
8622,7819-010,7794-001
8623,7822-002,7794-001
8624,7823-001,7778-001
8625,7823-001,7796-001
8626,7840-058,7778-001
8627,7840-058,NA
8628,7893-002,159
8629,7893-002,7051-032
8630,7893-002,7193-004
8631,8022-001,159
8632,8044-116,7778-001
8633,8044-116,7796-001
8634,8148-014,7104-016
8635,8226-071,159
8636,8226-084,159
8637,8298-004,159
8638,8351-022,159
8639,8393-007,8044-054
8640,8407-032,159
8641,6631-032,7862-015
8642,7137-001,7794-001
8643,7137-001,8099-002
8644,7137-001,8110-001
8645,7794-001,7137-001
8646,7794-001,8102-001
8647,7935-009,8099-001
8648,7935-009,8110-001
8649,8099-001,7137-001
8650,8099-001,7794-001
8651,8099-001,NA
8652,8102-001,7794-001
8653,8102-004,8107-001
8654,8102-004,8107-003
8655,8103-001,8102-004
8656,8103-001,8107-003
8657,8105-002,8102-001
8658,8107-001,7794-001
8659,8107-003,7570-011
8660,8107-003,8105-002
8661,8110-001,7137-001
8662,8267-002,8107-003
8663,8268-007,8299-023
8664,8298-004,8299-023
8665,8299-023,NA
8666,8393-007,8107-003
8667,6783-010,7067-023
8668,6783-010,7548-003
8669,6783-010,7570-011
8670,6783-010,8058-007
8671,6783-010,8211-001
8672,6783-010,8213-005
8673,6783-010,8213-006
8674,6783-010,8322-008
8675,7003-003,7010-005
8676,7200-020,7239-026
8677,7438-003,7239-026
8678,7570-011,8211-001
8679,7940-006,7828-002
8680,8058-007,6783-010
8681,8059-009,8105-001
8682,8061-016,NA
8683,8068-027,7829-005
8684,8211-001,6783-010
8685,8211-001,8322-008
8686,8211-001,8326-001
8687,8211-017,NA
8688,8213-006,8322-008
8689,8236-006,7003-003
8690,8315-001,7010-005
8691,8322-008,8061-016
8692,8326-001,8322-008
8693,8174-025,7856-006
8694,8174-032,8183-004
8695,6776-004,7670-007
8696,6829-002,8133-005
8697,6938-001,8304-004
8698,7051-001,8124-001
8699,7051-001,8161-024
8700,7051-040,8124-001
8701,7051-040,8133-005
8702,7124-014,7051-001
8703,7413-010,7051-001
8704,7413-010,8124-001
8705,7502-018,7051-001
8706,7502-018,8133-005
8707,7670-007,6776-004
8708,7670-007,8412-001
8709,8124-001,8133-005
8710,8124-001,8148-006
8711,8124-001,8351-022
8712,8124-001,8366-005
8713,8124-001,8396-008
8714,8124-001,8412-001
8715,8133-005,7502-018
8716,8133-005,8124-001
8717,8147-002,8124-001
8718,8148-005,8124-001
8719,8148-006,7051-001
8720,8148-006,8124-001
8721,8148-035,8124-001
8722,8158-001,7124-014
8723,8158-001,8148-006
8724,8161-002,8148-006
8725,8210-069,8035-008
8726,8226-071,8303-021
8727,8226-084,8303-014
8728,8226-084,8303-021
8729,8304-004,8124-001
8730,8351-022,6776-004
8731,8351-022,8035-008
8732,8366-005,8124-001
8733,5181-001,5717-004
8734,5181-001,8035-008
8735,5717-004,5181-001
8736,6938-001,6776-004
8737,6938-001,8035-008
8738,6939-001,6776-004
8739,8019-037,8035-008
8740,8019-062,6938-001
8741,8022-001,8035-008
8742,8023-009,8024-030
8743,8024-030,8035-008
8744,8026-033,5717-004
8745,8035-008,6938-001
8746,8035-008,8401-002
8747,8035-008,8412-001
8748,8407-043,8412-001
8749,8407-047,8412-001
8750,8412-001,8407-032
8751,8412-001,8407-043
8752,8412-001,8408-036
8753,8412-001,NA
8754,UNK,UNK
8755,7973-005,7794-001
8756,7973-005,7988-040
8757,7973-016,6939-001
8758,7973-018,6939-001
8759,7973-018,7161-003
8760,7973-018,7778-001
8761,7973-022,7794-001
8762,7973-022,7798-001
8763,7973-022,7988-040
8764,7988-039,7420-391
8765,7988-039,7973-005
8766,7988-039,7973-018
8767,7988-040,7973-018
8768,7420-122,7442-006
8769,7420-122,NA
8770,7844-018,7420-122
8771,7847-011,7420-122
8772,8101-003,7420-122
8773,7051-040,7608-005
8774,7051-040,7608-009
8775,7133-008,7608-005
8776,7133-008,7840-058
8777,7133-008,7952-007
8778,7601-001,7954-002
8779,7601-001,NA
8780,7608-005,6939-001
8781,7608-005,7051-040
8782,7608-005,7121-001
8783,7608-005,7220-012
8784,7608-005,7840-058
8785,7608-005,7952-007
8786,7608-005,7954-002
8787,7608-005,8171-005
8788,7608-009,7220-012
8789,7617-002,NA
8790,7742-051,7292-008
8791,7742-051,7608-005
8792,7742-051,7608-009
8793,7742-051,7952-007
8794,7742-051,8171-005
8795,7840-058,7220-012
8796,7840-058,7608-005
8797,7840-058,7608-009
8798,7840-058,8171-005
8799,7952-007,7121-001
8800,7952-007,7220-012
8801,7952-007,8171-005
8802,7952-007,NA
8803,7954-002,7608-005
8804,8148-014,7608-005
8805,8171-014,7952-007
8812,2779-001,NA
8813,2779-001,NA
8814,4626-002,NA
8815,4626-002,NA
8816,4626-002,NA
8818,4718-002,NA
8819,7189-097,NA
8820,7402-078,NA
8821,8101-004,NA
8822,8107-001,NA
8823,8107-003,NA
8824,8226-013,NA
8825,8226-013,NA
8826,8226-033,NA
8827,8226-071,NA
8828,8226-071,NA
8829,8231-024,NA
8830,8241-008,NA
8831,8249-007,NA
8832,8249-009,NA
8833,8249-009,NA
8834,8250-002,NA
8835,8251-014,NA
8836,8268-007,NA
8837,8268-022,NA
8838,8298-004,NA
8839,8505-025,NA
8840,8506-002,NA
8841,8507-074,NA
8842,8509-029,NA
8843,8512-002,NA
8844,8512-014,NA
8845,8520-009,NA
8846,8522-002,NA
8847,8522-005,NA
8848,8522-007,NA
8849,8522-010,NA
8850,8524-003,NA
8851,8524-064,NA
8852,8524-086,NA
8853,8524-095,NA
8854,8538-004,NA
8855,8543-004,NA
8856,8548-010,NA
8857,8549-002,NA
8858,8549-008,NA
8859,8550-021,NA
8860,8550-033,NA
8861,8556-004,NA
8862,8566-007,NA
8863,8570-008,NA
8864,8571-002,NA
8865,8571-004,NA
8866,8571-040,NA
8867,8576-008,NA
8868,8587-034,NA
8869,8588-002,NA
8870,8588-004,NA
8871,8589-010,NA
8872,8700-004,NA
8873,159,6783-010
8874,159,7003-003
8875,159,7010-005
8876,159,7670-007
8877,159,8019-062
8878,159,8022-001
8879,159,8107-003
8880,1252-001,7189-090
8881,6738-042,7601-001
8882,7051-032,7051-040
8883,7189-090,7205-010
8884,7193-004,7051-032
8885,7193-004,7893-002
8886,7193-004,8081-006
8887,7205-010,159
8888,7205-010,7189-090
8889,7670-007,159
8890,7893-002,7193-004
8891,8022-001,159
8892,8044-054,7840-059
8893,8054-005,8081-006
8894,8081-006,7193-004
8895,8081-006,7893-002
8896,8195-002,8397-049
8897,8195-003,7051-032
8898,8208-001,7189-090
8899,8246-013,NA
8900,8303-014,159
8901,8351-022,159
8902,8393-007,8044-054
8903,8606-013,8505-025
8904,8606-019,7893-002
8905,UNK,NA
8906,UNK,NA
8907,UNK,NA
8908,UNK,NA
8909,UNK,NA
8910,4782-001,3444-022
8911,4782-001,4972-001
8912,4782-001,5827-002
8913,4782-001,5835-001
8914,4782-001,NA
8915,4972-001,4040-006
8916,5450-002,4384-001
8917,5825-001,4384-001
8918,5827-002,4040-006
8919,MD253,4040-006
8920,7140-001,7773-014
8921,7140-001,7840-059
8922,7773-014,7840-059
8923,8107-003,7570-011
8924,8107-003,8105-002
8925,8107-003,8226-084
8926,8268-007,8299-023
8927,8298-004,8299-023
8928,8299-023,NA
8929,8393-007,8107-003
8930,8435-006,7840-059
8931,8511-032,8647-001
8932,8568-001,8511-032
8933,8571-002,8107-003
8934,8571-002,8664-015
8935,8571-004,8600-039
8936,8571-008,8600-039
8937,8600-039,8107-003
8938,8659-001,8647-001
8939,8664-015,8571-002
8940,8666-001,8647-001
8941,6783-010,7570-011
8942,6783-010,8211-001
8943,6783-010,8213-006
8944,7003-003,7010-005
8945,7003-003,8315-001
8946,7010-005,7570-011
8947,7010-005,8054-005
8948,7010-005,8061-016
8949,7010-005,8316-001
8950,7570-011,8211-001
8951,7570-011,8519-010
8952,8054-005,7003-003
8953,8054-005,7010-005
8954,8054-024,7570-011
8955,8059-024,8322-008
8956,8061-016,8211-001
8957,8211-001,6783-010
8958,8211-017,NA
8959,8213-003,7570-011
8960,8213-005,8061-016
8961,8213-006,7840-059
8962,8213-006,8061-016
8963,8213-006,8322-008
8964,8213-008,7570-011
8965,8213-008,8223-003
8966,8213-024,8223-003
8967,8236-006,7003-003
8968,8316-001,8213-008
8969,8317-001,8435-006
8970,8326-001,7570-011
8971,8326-001,8054-005
8972,8507-074,8671-022
8973,8512-014,6176-002
8974,8512-014,7570-011
8975,8519-003,6176-002
8976,8519-003,7570-011
8977,8519-003,8671-044
8978,8519-009,6176-002
8979,8519-009,8223-003
8980,8519-009,8671-022
8981,8520-014,8522-007
8982,8520-027,8671-022
8983,8522-007,7570-011
8984,8522-007,8671-044
8985,8524-003,8211-003
8986,8524-003,8555-004
8987,8524-003,8671-022
8988,8524-064,8059-024
8989,8524-064,8211-003
8990,8550-023,8211-003
8991,8550-023,8524-064
8992,8550-023,8588-004
8993,8550-023,8671-022
8994,8550-033,8671-022
8995,8555-004,8524-003
8996,8555-004,8588-004
8997,8588-004,8524-003
8998,8671-022,6176-002
8999,8671-022,8524-003
9000,8671-022,8550-023
9001,6938-001,8304-004
9002,7670-007,6776-004
9003,7670-007,8405-014
9004,7670-007,8412-001
9005,7670-007,NA
9006,8019-062,8035-008
9007,8124-001,8351-022
9008,8124-001,8366-005
9009,8124-001,8397-049
9010,8148-035,8124-001
9011,8226-071,8303-021
9012,8226-084,8303-014
9013,8226-084,8303-021
9014,8304-004,8124-001
9015,8351-022,6776-004
9016,8351-022,8035-008
9017,8366-005,8124-001
9018,8387-075,6776-004
9019,8393-011,7051-040
9020,8393-011,8148-035
9021,8393-012,8304-004
9022,8397-026,6776-004
9023,8397-026,8351-022
9024,8397-049,8351-022
9025,8397-055,8304-004
9026,8407-050,7670-007
9027,8711-027,8718-003
9028,8717-011,8397-049
9029,8718-003,8590-022
9030,8718-003,8717-011
9031,6938-001,6776-004
9032,6938-001,8035-008
9033,7051-040,8035-008
9034,8022-001,8035-008
9035,8035-008,8022-001
9036,8035-008,8401-002
9037,8401-002,8407-051
9038,8401-002,8412-001
9039,8405-014,8035-008
9040,8405-034,8035-008
9041,8407-043,8401-002
9042,8407-047,8022-001
9043,8407-047,8412-001
9044,8407-051,8022-001
9045,8412-001,8408-036
9046,8506-002,8717-011
9047,8589-010,8717-011
9049,8719-002,8597-005
9050,8719-002,8705-038
9051,8719-002,8736-080
9052,8745-006,8736-080
9053,8756-042,8734-004
9054,8756-042,8410-001
9057,5576-039,NA
9058,7051-040,NA
9059,7189-097,NA
9060,8101-004,NA
9061,8107-003,NA
9062,8213-004,NA
9063,8339-003,NA
9064,8397-049,NA
9065,8506-002,NA
9066,8506-002,NA
9067,8512-014,NA
9068,8524-050,NA
9069,8524-050,NA
9070,8590-022,NA
9071,8666-001,NA
9072,8717-011,NA
9073,8719-002,NA
9074,8816-041,NA
9075,8819-020,NA
9076,8819-082,NA
9077,8821-017,NA
9078,8821-021,NA
9079,8822-001,NA
9080,8822-002,NA
9081,8822-016,NA
9082,8822-016,NA
9083,8822-027,NA
9084,8823-001,NA
9085,8823-001,NA
9086,8823-031,NA
9087,8823-031,NA
9088,8823-037,NA
9089,8824-011,NA
9090,8824-037,NA
9091,8825-070,NA
9092,8827-007,NA
9093,8828-013,NA
9094,8828-015,NA
9095,8828-021,NA
9096,8829-018,NA
9097,8832-005,NA
9098,8833-025,NA
9099,8834-004,NA
9100,8835-001,NA
9101,8835-001,NA
9102,8835-007,NA
9103,8835-020,NA
9104,8838-007,NA
9105,8840-003,NA
9106,8842-003,NA
9107,8842-018,NA
9108,8842-029,NA
9109,8843-010,NA
9110,8843-012,NA
9111,8843-015,NA
9112,8844-004,NA
9113,8845-002,NA
9114,8845-007,NA
9115,8849-006,NA
9116,8850-008,NA
9117,8851-003,NA
9118,8854-017,NA
9119,8854-082,NA
9120,8854-127,NA
9121,8857-001,NA
9122,8861-041,NA
9123,8863-037,NA
9124,8863-045,NA
9125,NA,NA
9126,8863-068,NA
9127,8863-072,NA
9128,8864-001,NA
9129,8864-033,NA
9130,8864-037,NA
9131,8866-001,NA
9132,8870-014,NA
9133,8894-013,NA
9134,8894-023,NA
9135,8895-001,NA
9136,8927-009,NA
9137,8934-004,NA
9138,8961-002,NA
9139,8967-009,NA
9140,8979-001,NA
9141,8986-004,NA
9142,8992-001,NA
9143,8995-002,NA
9144,9033-049,NA
9145,NA,NA
9426,7462-024,NA
9427,8107-003,NA
9428,8217-028,NA
9429,8226-071,NA
9430,8509-052,NA
9431,8824-011,NA
9432,8824-011,NA
9433,8825-070,NA
9434,8825-113,NA
9435,8827-001,NA
9436,8834-004,NA
9437,8835-001,NA
9438,8849-006,NA
9439,8863-055,NA
9440,8870-014,NA
9441,8894-013,NA
9442,8927-009,NA
9443,8948-001,NA
9444,8995-001,NA
9445,9056-001,NA
9446,9057-002,NA
9447,9057-004,NA
9448,9059-005,NA
9449,9061-004,NA
9450,9061-014,NA
9451,9061-017,NA
9452,9063-005,NA
9453,9063-012,NA
9454,9067-028,NA
9455,9068-121,NA
9456,9080-025,NA
9457,9089-017,NA
9458,9089-018,NA
9459,9090-005,NA
9460,9090-008,NA
9461,9091-001,NA
9462,9101-001,NA
9463,9105-025,NA
9464,9108-030,NA
9465,9109-002,NA
9466,9110-007,NA
9467,9110-059,NA
9468,9110-064,NA
9469,9110-066,NA
9470,9110-071,NA
9471,9110-083,NA
9472,9110-091,NA
9473,9111-004,NA
9474,9113-023,NA
9475,9113-030,NA
9476,9114-025,NA
9477,9115-003,NA
9478,9122-022,NA
9479,9124-352,NA
9480,9125-036,NA
9481,9126-070,NA
9482,9126-077,NA
9483,9128-029,NA
9484,9128-074,NA
9485,9132-022,NA
9486,9132-026,NA
9487,9133-010,NA
9488,9134-007,NA
9489,9135-006,NA
9490,9144-002,NA
9491,9154-001,NA
9492,9170-006,NA
9493,9198-003,NA
9494,9245-001,NA
9495,NA,NA
9496,Sweet Carolina Raven,NA
9497,NA,NA
9498,Tricolor,NA
9499,NA,NA
